"TaxonName";"scientificName";"Family";"Order";"Class";"Phylum";"Taxonomy";"OrigName";"Region";"Island";"PresentStatus";"FirstRecord";"FirstRecord_orig";"Source"
"Hedera maroccana";"Hedera maroccana McAllister";"Araliaceae";"";"";"";"";"Hedera maroccana";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Helianthus decapetalus";"Helianthus decapetalus L.";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Helianthus decapetalus";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Helleborus lividus";"Helleborus lividus Aiton";"Ranunculaceae";"";"";"";"";"Helleborus lividus";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Heracleum sibiricum";"Heracleum sibiricum L.";"Apiaceae";"Apiales";"Magnoliopsida";"Tracheophyta";"GBIF";"Heracleum sibiricum";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Himantoglossum robertianum";"Himantoglossum robertianum (Loisel.) P. Delforge";"Orchidaceae";"";"";"";"";"Himantoglossum robertianum";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Hippophae rhamnoides subsp. caucasica";"Hippophae rhamnoides L. subsp. caucasica Rousi";"Elaeagnaceae";"";"";"";"";"Hippophae rhamnoides subsp. caucasica";"Belgium";"";"Naturalized";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Hornungia alpina";"Hornungia alpina (L.) O. Appel";"Brassicaceae";"Brassicales";"Magnoliopsida";"Tracheophyta";"GBIF";"Hornungia alpina";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Houttuynia cordata";"Houttuynia cordata Thunb.";"Saururaceae";"";"";"";"";"Houttuynia cordata";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Hyacinthus orientalis";"Hyacinthus orientalis";"Asparagaceae";"Asparagales";"Liliopsida";"Tracheophyta";"TPL";"Hyacinthus orientalis L.";"Belgium";"";"";2015;"2015";"Verloove (2006)"
"Hydrangea macrophylla";"Hydrangea macrophylla (Thunb.) Ser.";"Hydrangeaceae";"";"";"";"";"Hydrangea macrophylla";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Hypericum inodorum";"Hypericum inodorum";"Hypericaceae";"Malpighiales";"Magnoliopsida";"Tracheophyta";"";"Hypericum inodorum Mill.";"Belgium";"";"";2015;"2015";"Verloove (2006)"
"Hypericum olympicum";"Hypericum olympicum L.";"Hypericaceae";"";"";"";"";"Hypericum olympicum";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Hypericum x hidcoteense";"Hypericum x hidcoteense D. Geerinck";"Hypericaceae";"";"";"";"";"Hypericum x hidcoteense";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Hypericum x moserianum";"Hypericum x moserianum Andr�";"Hypericaceae";"";"";"";"";"Hypericum x moserianum";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Ilex altaclerensis";"Ilex altaclerensis";"";"Aquifoliales";"Magnoliopsida";"Tracheophyta";"";"Ilex altaclerensis";"Belgium";"";"";2014;"2014";"Verloove (2006)"
"Ilex crenata";"Ilex crenata Thunb.";"Aquifoliaceae";"Aquifoliales";"Magnoliopsida";"Tracheophyta";"";"Ilex crenata";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Ilex x meserveae";"Ilex x meserveae S.Y. Hu";"Aquifoliaceae";"Aquifoliales";"Magnoliopsida";"Tracheophyta";"";"Ilex x meserveae";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Iris x hollandica";"Iris x hollandica Hort.";"Iridaceae";"";"";"";"";"Iris x hollandica";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Juglans cinerea";"Juglans cinerea L.";"Juglandaceae";"";"";"";"";"Juglans cinerea";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Juncus xiphioides";"Juncus xiphioides";"Juncaceae";"Poales";"Liliopsida";"Tracheophyta";"TPL";"Juncus xiphioides E. Mey.";"Belgium";"";"";2013;"2013";"Verloove (2006)"
"Juncus xiphioides";"Juncus xiphioides E. Mey.";"Juncaceae";"";"";"";"";"Juncus xiphioides";"Belgium";"";"Naturalized";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Kalanchoe blossfeldiana";"Kalanchoe blossfeldiana Poelln.";"Crassulaceae";"";"";"";"";"Kalanchoe blossfeldiana";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Knautia macedonica";"Knautia macedonica Griseb.";"Caprifoliaceae";"";"";"";"";"Knautia macedonica";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Kniphofia x praecox";"Kniphofia x praecox Baker";"Xanthorrhoeaceae";"";"";"";"";"Kniphofia x praecox";"Belgium";"";"Naturalized";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Koeleria glauca";"Koeleria glauca (Spreng.) DC.";"Poaceae";"";"";"";"";"Koeleria glauca";"Belgium";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Kolkwitzia amabilis";"Kolkwitzia amabilis Graebn.";"Caprifoliaceae";"";"";"";"";"Kolkwitzia amabilis";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lamium garganicum";"Lamium garganicum";"Lamiaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"TPL";"Lamium garganicum L. subsp. garganicum";"Belgium";"";"";2011;"2011";"Verloove (2006)"
"Lamium orvala";"Lamium orvala L.";"Lamiaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"GBIF";"Lamium orvala";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lamprocapnos spectabilis";"Lamprocapnos spectabilis (L.) Fukuhara";"Papaveraceae";"";"";"";"";"Lamprocapnos spectabilis";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lathyrus heterophyllus";"Lathyrus heterophyllus L.";"Fabaceae";"";"";"";"";"Lathyrus heterophyllus";"Belgium";"";"Naturalized";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Laurus nobilis";"Laurus nobilis";"Lauraceae";"Laurales";"Magnoliopsida";"Tracheophyta";"TPL";"Laurus nobilis L.";"Belgium";"";"";2017;"2017";"Verloove (2006)"
"Leycesteria formosa";"Leycesteria formosa";"Caprifoliaceae";"Dipsacales";"Magnoliopsida";"Tracheophyta";"TPL";"Leycesteria formosa Wallich";"Belgium";"";"";2017;"2017";"Verloove (2006)"
"Liatris spicata";"Liatris spicata (L.) Willd.";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Liatris spicata";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Ligularia dentata";"Ligularia dentata (A. Gray) H. Hara";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Ligularia dentata";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Ligustrum x vicaryi";"Ligustrum x vicaryi Rehd.";"Oleaceae";"";"";"";"";"Ligustrum x vicaryi";"Belgium";"";"casual";2011;"2011";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lilium x hollandicum";"Lilium x hollandicum Bergmans ex Woodcock & Stearn";"Liliaceae";"";"";"";"";"Lilium x hollandicum";"Belgium";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Limnobium laevigatum";"Limnobium laevigatum (Humb. & Bonpl. ex Willd.) Heine";"Hydrocharitaceae";"";"";"";"";"Limnobium laevigatum";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lippia canescens";"Lippia canescens";"";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Lippia canescens";"Belgium";"";"casual";2010;"2010";"DAISIE"
"Lomelosia stellata";"Lomelosia stellata (L.) Raf.";"Caprifoliaceae";"";"";"";"";"Lomelosia stellata";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Loncomelos narbonense";"Loncomelos narbonense";"Asparagaceae";"Asparagales";"Liliopsida";"Tracheophyta";"";"Loncomelos narbonense (L.) Raf.";"Belgium";"";"";2013;"2013";"Verloove (2006)"
"Lonicera chrysantha";"Lonicera chrysantha Turcz. ex Ledeb.";"Caprifoliaceae";"Dipsacales";"Magnoliopsida";"Tracheophyta";"";"Lonicera chrysantha";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lonicera involucrata";"Lonicera involucrata (Richardson) Banks ex Spreng.";"Caprifoliaceae";"Dipsacales";"Magnoliopsida";"Tracheophyta";"";"Lonicera involucrata";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lonicera maackii";"Lonicera maackii (Rupr.) Maxim.";"Caprifoliaceae";"Dipsacales";"Magnoliopsida";"Tracheophyta";"";"Lonicera maackii";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lonicera morrowii";"Lonicera morrowii Gray";"Caprifoliaceae";"Dipsacales";"Magnoliopsida";"Tracheophyta";"";"Lonicera morrowii";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lotus corniculatus";"Lotus corniculatus";"Fabaceae";"Fabales";"Magnoliopsida";"Tracheophyta";"TPL";"Lotus corniculatus L. var. sativus Hyl. ex Jalas";"Belgium";"";"";2019;"2019";"Verloove (2006)"
"Luzula nivea";"Luzula nivea DC.";"Juncaceae";"";"";"";"";"Luzula nivea";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Lysimachia fortunei";"Lysimachia fortunei Maxim.";"Primulaceae";"";"";"";"";"Lysimachia fortunei";"Belgium";"";"casual";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Maianthemum dilatatum";"Maianthemum dilatatum (Alph. Wood) A. Nelson & J. F. Macbride";"Asparagaceae";"Asparagales";"Liliopsida";"Tracheophyta";"";"Maianthemum dilatatum";"Belgium";"";"casual";2013;"2013";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Maianthemum stellatum";"Maianthemum stellatum (L.) Link";"Asparagaceae";"Asparagales";"Liliopsida";"Tracheophyta";"";"Maianthemum stellatum";"Belgium";"";"Naturalized";2016;"2016";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Malus x purpurea";"Malus x purpurea (Barbier) Rehd.";"Rosaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"GBIF";"Malus x purpurea";"Belgium";"";"casual";2010;"2010";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Manihot grahamii";"Manihot grahamii Hook.";"Euphorbiaceae";"";"";"";"";"Manihot grahamii";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Matricaria aurea";"Matricaria aurea (Loefl.) Sch. Bip.";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Matricaria aurea";"Belgium";"";"casual";2017;"2017";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Matthiola incana";"Matthiola incana (L.) R. Brown";"Brassicaceae";"Brassicales";"Magnoliopsida";"Tracheophyta";"GBIF";"Matthiola incana";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Mazus pumilus";"Mazus pumilus (Burm. f.) Steenis";"Mazaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Mazus pumilus";"Belgium";"";"casual";2014;"2014";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Mazus reptans";"Mazus reptans N.E. Brown";"Mazaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"";"Mazus reptans";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Medicago monspeliaca";"Medicago monspeliaca (L.) Trautv.";"Fabaceae";"";"";"";"";"Medicago monspeliaca";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Melampyrum nemorosum";"Melampyrum nemorosum L.";"Orobanchaceae";"";"";"";"";"Melampyrum nemorosum";"Belgium";"";"casual";2015;"2015";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
"Melilotus elegans";"Melilotus elegans";"Leguminosae";"Fabales";"Magnoliopsida";"Tracheophyta";"TPL";"Melilotus elegans Salzm. ex Seringe";"Belgium";"";"";2012;"2012";"Verloove (2006)"
"Melilotus infestus";"Melilotus infestus Guss.";"Fabaceae";"";"";"";"";"Melilotus infestus";"Belgium";"";"casual";2012;"2012";"Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m accessed via GBIF.org on 2021-09-10."
